# USGS splib07 light-grey road concrete (public domain, DOI 10.5066/F7RR1WDJ).
wavelength_nm,reflectance
360.0,0.155
380.0,0.168
400.0,0.184
420.0,0.199
440.0,0.216
460.0,0.229
480.0,0.239
500.0,0.251
520.0,0.266
540.0,0.28
560.0,0.292
580.0,0.302
600.0,0.308
620.0,0.311
640.0,0.313
660.0,0.315
680.0,0.316
700.0,0.317
720.0,0.318
740.0,0.318
760.0,0.318
780.0,0.318
800.0,0.317
820.0,0.316
