# USGS splib07 melting snow (public domain, DOI 10.5066/F7RR1WDJ).
wavelength_nm,reflectance
360.0,0.821
380.0,0.807
400.0,0.819
420.0,0.831
440.0,0.834
460.0,0.833
480.0,0.833
500.0,0.832
520.0,0.832
540.0,0.832
560.0,0.833
580.0,0.833
600.0,0.83
620.0,0.827
640.0,0.823
660.0,0.82
680.0,0.817
700.0,0.816
720.0,0.813
740.0,0.809
760.0,0.799
780.0,0.782
800.0,0.772
820.0,0.774
